transaction_id,portfolio_id,transaction_date,asset_type,amount,transaction_type
1309,1072,2024-10-25,stock,502.0,Buy
1310,5129,2025-02-17,etf,-307.0,
1311,5376,2024-09-11,ETF,-573.0,Buy
1312,6358,2024-08-09,Stock,,SELL
1313,822,2024-07-13,ETF,-1909.0,SELL
1314,2807,2025-04-09,,1249.0,Buy
1315,4247,2024-10-10,Stock,2329.0,
1316,2937,2024-12-30,ETF,253.0,
1317,6022,2024-06-21,Stock,-1955.0,Sell
1318,5314,2024-09-05,Stock,1187.0,BUY
1319,634,2024-05-24,ETF,4536.0,Sell
1320,2075,2025-02-15,Crypto,-1709.0,Sell
1321,2385,2024-04-25,etf,-1327.0,Buy
1322,6431,2024-07-10,,2841.0,
1323,2477,2025-03-17,ETF,4094.0,Buy
1324,4360,2024-05-25,ETF,719.0,
1325,1134,2024-08-24,Bond,1939.0,
1326,5066,2024-04-20,STOCK,4148.0,Sell
1327,5307,2024-12-07,Bond,1192.0,Buy
1328,1042,2024-10-01,,2938.0,Sell
1329,455,2024-07-07,ETF,-29.0,Sell
1330,332,2025-04-08,Stock,1816.0,Sell
1331,6507,2025-01-27,ETF,4481.0,Sell
1332,1864,2024-06-06,Stock,-1021.0,Buy
1333,3296,2025-03-29,Stock,-860.0,Buy
1334,6532,2024-05-20,ETF,4473.0,Sell
1335,6499,2025-01-18,Bond,2526.0,Sell
1336,6305,2025-02-17,Stock,-1792.0,Buy
1337,2863,2025-02-22,Bond,2183.0,Buy
1338,4943,2024-12-15,Crypto,-1277.0,Sell
1339,261,2025-01-26,stock,-626.0,SELL
1340,5957,2024-06-28,Bond,2365.0,Buy
1341,3086,2024-05-26,Crypto,3200.0,Sell
1342,5266,2024-08-21,Bond,2958.0,Buy
1343,6443,2024-08-13,STOCK,4459.0,Sell
1344,1079,2025-03-11,bond,4451.0,Buy
1345,2508,2025-02-07,ETF,4391.0,Sell
1346,1915,2024-11-02,Bond,4769.0,Sell
1347,5315,2025-02-11,bond,2710.0,Buy
1348,1775,2024-07-31,Stock,448.0,
1349,2678,2024-09-27,STOCK,1039.0,Sell
1350,2017,2024-11-19,ETF,3769.0,Buy
1351,1834,2024-11-28,,4794.0,Sell
1352,3859,2025-04-01,Crypto,3445.0,BUY
1353,3595,2025-02-01,Crypto,4623.0,Sell
1354,3671,2024-09-15,Stock,-639.0,Buy
1355,3647,2024-10-28,etf,39.0,SELL
1356,3141,2024-12-01,ETF,1704.0,
1357,5471,2025-04-03,Bond,2498.0,SELL
1358,5228,2025-04-06,Bond,4279.0,BUY
1359,5528,2024-11-14,,2252.0,SELL
1360,4608,2024-08-04,Stock,1725.0,Buy
1361,3914,2024-09-06,Bond,2097.0,Buy
1362,6171,2024-04-19,,1995.0,Buy
1363,5687,2025-01-23,stock,3178.0,Buy
1364,497,2024-09-08,Stock,1866.0,Buy
1365,5754,2024-06-06,Bond,-567.0,SELL
1366,4284,2024-07-20,STOCK,-405.0,
1367,5181,2025-01-25,Crypto,-1487.0,BUY
1368,3152,2024-12-03,ETF,4688.0,Sell
1369,541,2025-03-15,Crypto,-921.0,Buy
1370,3787,2024-09-09,bond,4484.0,Sell
1371,1918,2024-09-10,etf,-283.0,Sell
1372,4549,2025-01-30,Stock,3718.0,SELL
1373,3808,2024-10-30,Stock,-1199.0,Sell
1374,5186,2024-06-13,Bond,2802.0,BUY
1375,5296,2025-01-11,etf,2580.0,Buy
1376,576,2024-06-24,Bond,-1309.0,Buy
1377,5056,2024-09-10,Bond,-1368.0,Sell
1378,263,2025-02-15,bond,985.0,BUY
1379,6538,2024-10-05,Bond,4523.0,Sell
1380,4156,2024-06-21,stock,3733.0,SELL
1381,1285,2025-02-17,Stock,1924.0,Sell
1382,1040,2024-05-04,Crypto,4319.0,Sell
1383,4645,2024-07-20,ETF,4019.0,Sell
1384,4629,2024-09-21,Bond,1573.0,Sell
1385,5563,2024-08-22,Stock,1191.0,Buy
1386,1451,2024-05-09,Bond,-740.0,BUY
1387,5955,2024-07-21,Stock,-990.0,
1388,3206,2024-07-16,Bond,2047.0,Buy
1389,1445,2024-06-27,Crypto,3837.0,Buy
1390,1985,2024-08-12,Bond,-873.0,Buy
1391,2750,2025-01-01,Stock,2129.0,
1392,5099,2024-06-08,ETF,-1580.0,Sell
1393,1868,2025-01-01,Crypto,-675.0,Buy
1394,6375,2024-08-31,Bond,-1459.0,Sell
1395,158,2024-05-18,ETF,4997.0,SELL
1396,5170,2024-06-26,Stock,36.0,Buy
1397,3743,2025-04-07,Stock,-907.0,Sell
1398,2673,2024-09-21,ETF,95.0,Sell
1399,2242,2024-10-19,Crypto,4703.0,Sell
1400,2250,2024-10-28,Crypto,4697.0,Buy
1401,451,2024-12-28,Stock,781.0,Buy
1402,2105,2024-12-28,Bond,3597.0,Sell
1403,5876,2024-08-03,Bond,4273.0,Sell
1404,5350,2025-01-01,ETF,1874.0,Sell
1405,3180,2024-10-10,ETF,2738.0,Buy
1406,2767,2024-09-18,Stock,-1167.0,SELL
1407,6434,2024-12-15,ETF,-1138.0,Sell
1408,572,2025-03-27,Bond,3755.0,BUY
1409,1581,2024-05-03,Stock,-1661.0,SELL
1410,3790,2024-07-23,etf,2349.0,Sell
1411,1226,2024-05-03,Bond,2175.0,
1412,618,2025-03-22,Bond,4915.0,Buy
1413,819,2024-08-25,ETF,-1591.0,Sell
1414,5589,2024-06-12,Stock,1323.0,Sell
1415,4078,2024-08-30,ETF,2113.0,Buy
1416,2265,2025-04-08,Crypto,,
1417,619,2024-08-28,Stock,-201.0,Sell
1418,3403,2024-10-09,Bond,2847.0,
1419,6008,2024-07-10,Crypto,-781.0,Buy
1420,2518,2024-05-28,Stock,-498.0,
1421,4934,2024-09-01,,383.0,SELL
1422,1458,2024-05-09,Bond,-901.0,Buy
1423,3334,2024-04-20,Crypto,4015.0,
1424,3634,2024-04-21,Stock,1541.0,
1425,6282,2025-01-12,Stock,-278.0,Sell
1426,2205,2024-12-20,Bond,-1905.0,
1427,2412,2024-06-11,Crypto,,Sell
1428,1916,2024-05-01,Bond,-622.0,Buy
1429,2732,2024-05-13,bond,1907.0,Buy
1430,2359,2025-01-03,bond,1453.0,Buy
1431,988,2024-11-21,Bond,-255.0,SELL
1432,3218,2024-07-01,Stock,2310.0,
1433,6140,2024-12-09,stock,4147.0,Sell
1434,4807,2025-03-04,Stock,-1530.0,Sell
1435,1851,2025-03-24,Crypto,-1917.0,Sell
1436,3534,2024-07-11,Stock,-795.0,Sell
1437,6130,2024-04-22,Stock,4824.0,Sell
1438,1706,2024-09-29,Bond,1454.0,BUY
1439,4505,2024-09-21,etf,-955.0,
1440,5734,2024-06-30,Crypto,4700.0,Buy
1441,3337,2025-01-16,stock,2719.0,Buy
1442,6211,2025-03-06,Bond,948.0,Buy
1443,3470,2024-04-27,Bond,4448.0,Sell
1444,3988,2024-05-20,Bond,2960.0,Buy
1445,1499,2024-08-20,Stock,3743.0,Sell
1446,2316,2024-11-12,Stock,3215.0,
1447,2553,2025-03-08,Bond,1322.0,SELL
1448,178,2024-09-04,Bond,2755.0,Buy
1449,1058,2024-09-20,ETF,657.0,Buy
1450,239,2024-08-23,Crypto,96.0,Sell
1451,4817,2024-05-05,,2545.0,
1452,3263,2024-12-11,Crypto,4060.0,Buy
1453,4538,2025-03-08,ETF,3838.0,Sell
1454,2278,2024-07-27,etf,3558.0,
1455,2773,2024-04-14,ETF,2594.0,
1456,4380,2025-04-02,,3279.0,BUY
1457,4260,2025-02-23,Bond,3643.0,Buy
1458,2830,2024-05-24,Crypto,3753.0,Sell
1459,1083,2024-07-21,Stock,1634.0,Sell
1460,1801,2025-01-30,Crypto,-378.0,Buy
1461,539,2025-02-17,,-533.0,
1462,3572,2024-11-03,Stock,28.0,Sell
1463,5316,2024-10-18,STOCK,63.0,
1464,4936,2024-07-01,Stock,-1432.0,
1465,3528,2024-08-14,Stock,-275.0,Sell
1466,2862,2024-05-30,,2370.0,SELL
1467,1767,2025-02-10,bond,-1331.0,Sell
1468,6144,2025-02-04,STOCK,-1914.0,Buy
1469,5678,2024-09-20,Stock,354.0,Sell
1470,1257,2024-07-17,Stock,-651.0,Sell
1471,2162,2024-09-24,stock,2437.0,Sell
1472,3324,2024-04-19,Stock,4197.0,
1473,5253,2024-05-07,,3331.0,
1474,1476,2024-11-28,stock,2671.0,Sell
1475,5366,2025-04-08,Bond,4540.0,Buy
1476,3815,2024-12-19,Bond,282.0,Buy
1477,253,2024-11-10,Bond,2007.0,Sell
1478,113,2024-05-14,Stock,3304.0,Sell
1479,2671,2024-04-26,bond,-603.0,BUY
1480,4090,2024-06-17,Bond,-253.0,Buy
1481,3220,2024-12-24,ETF,4101.0,
1482,6371,2024-05-02,Crypto,-1238.0,BUY
1483,2599,2025-01-14,Stock,-608.0,Buy
1484,3941,2024-07-20,Crypto,174.0,
1485,3292,2024-08-27,Crypto,-1212.0,SELL
1486,4711,2024-10-19,Bond,1588.0,Sell
1487,2156,2025-01-26,Bond,-1327.0,
1488,6439,2024-05-30,Crypto,2356.0,
1489,866,2024-12-27,Bond,1138.0,Sell
1490,6243,2024-04-25,Bond,3558.0,Buy
1491,6277,2024-07-21,stock,3595.0,
1492,5121,2025-01-16,ETF,3847.0,
1493,3237,2025-02-13,bond,-168.0,Buy
1494,656,2024-09-29,Bond,4875.0,Buy
1495,4726,2024-09-15,ETF,4918.0,Sell
1496,480,2024-05-28,Stock,1627.0,Sell
1497,569,2024-05-21,stock,517.0,Sell
1498,2782,2025-02-12,stock,2080.0,
1499,4465,2024-10-29,STOCK,3048.0,SELL
1500,1953,2025-02-18,Bond,-817.0,Sell
1501,2041,2024-09-08,ETF,419.0,Sell
1502,876,2024-07-09,Stock,259.0,Buy
1503,2977,2025-02-08,ETF,-1213.0,
1504,5032,2025-03-17,Bond,559.0,
1505,888,2024-09-02,,1118.0,Buy
1506,3902,2024-08-14,Stock,2451.0,SELL
1507,5738,2025-03-28,ETF,3950.0,Buy
1508,6301,2024-11-01,ETF,2220.0,Buy
1509,2042,2024-05-19,bond,1298.0,Sell
1510,4548,2024-07-06,Crypto,4709.0,
1511,4466,2024-04-25,ETF,1372.0,Sell
1512,3098,2024-09-05,ETF,894.0,
1513,4376,2024-05-26,Crypto,1611.0,Sell
1514,2105,2024-05-25,ETF,1178.0,
1515,1117,2025-01-21,ETF,-266.0,Sell
1516,340,2024-12-16,Crypto,2267.0,
1517,2888,2024-11-20,ETF,2311.0,Buy
1518,3840,2025-03-05,ETF,1773.0,Buy
1519,732,2024-04-26,Stock,-205.0,
1520,5085,2024-11-17,Stock,-1986.0,Buy
1521,2065,2024-08-26,stock,-1881.0,Buy
1522,6416,2025-02-13,Bond,1938.0,Buy
1523,1438,2024-11-19,Bond,2102.0,Buy
1524,3066,2024-12-19,bond,1343.0,Sell
1525,249,2024-06-28,Stock,886.0,Sell
1526,2810,2024-05-07,Crypto,4780.0,
1527,6063,2024-10-31,ETF,-1616.0,Buy
1528,3538,2024-10-09,Stock,-1413.0,BUY
1529,6383,2024-12-30,Bond,604.0,Sell
1530,2415,2025-03-08,ETF,4164.0,SELL
1531,5436,2024-08-18,Bond,2124.0,SELL
1532,853,2024-07-09,STOCK,-1471.0,Buy
1533,2938,2024-07-29,Crypto,337.0,
1534,6505,2024-12-03,Crypto,3746.0,Sell
1535,6143,2025-01-03,Bond,991.0,Buy
1536,5047,2025-03-17,etf,3957.0,Buy
1537,4997,2024-12-16,Stock,-147.0,Buy
1538,3101,2024-04-15,ETF,-89.0,Buy
1539,2387,2024-12-07,,997.0,Sell
1540,5318,2024-06-20,Crypto,2602.0,Buy
1541,191,2025-01-23,Bond,-1113.0,Sell
1542,5609,2024-12-06,,1661.0,Sell
1543,4972,2024-06-15,etf,-1198.0,Sell
1544,2884,2025-03-04,,-152.0,Sell
1545,4976,2024-12-26,bond,2569.0,Sell
1546,15,2025-03-30,Crypto,955.0,Buy
1547,1245,2025-03-20,Bond,4067.0,Sell
1548,2232,2025-02-23,Bond,-742.0,Sell
1549,2858,2025-02-20,Stock,4041.0,SELL
1550,4718,2025-02-02,Stock,1419.0,Buy
1551,1467,2024-11-07,Stock,2995.0,SELL
1552,2576,2024-12-29,Crypto,3192.0,Sell
1553,3739,2025-03-24,Bond,1962.0,Buy
1554,1297,2025-03-24,,2046.0,Buy
1555,1047,2024-06-21,bond,4177.0,Buy
1556,3137,2024-12-26,etf,1899.0,Sell
1557,3020,2024-04-28,Stock,-1579.0,SELL
1558,2381,2024-12-29,stock,-1669.0,Buy
1559,389,2024-08-31,ETF,-1495.0,Buy
1560,5762,2025-01-27,Stock,4527.0,
1561,6006,2024-05-01,Stock,-1592.0,
1562,2352,2024-04-11,ETF,3615.0,Buy
1563,4450,2025-01-06,STOCK,3216.0,Sell
1564,265,2025-01-17,ETF,-1303.0,Sell
1565,2819,2024-09-18,etf,1270.0,Sell
1566,2290,2025-03-21,STOCK,1089.0,Buy
1567,4564,2024-10-11,,1003.0,Sell
1568,5884,2025-02-26,Crypto,-1444.0,Buy
1569,5115,2024-07-21,Crypto,-509.0,SELL
1570,2669,2024-04-27,ETF,1375.0,Sell
1571,5299,2024-05-25,Bond,-470.0,Sell
1572,3918,2025-01-10,Bond,1712.0,Sell
1573,4642,2024-12-26,Stock,4845.0,
1574,2478,2024-11-07,Crypto,-101.0,
1575,2138,2024-05-21,Stock,1178.0,Sell
1576,3677,2024-04-29,ETF,880.0,Sell
1577,5271,2024-07-30,stock,-1161.0,Sell
1578,4299,2024-12-07,ETF,2987.0,
1579,4758,2025-01-15,Bond,-1020.0,Sell
1580,4529,2025-03-15,Stock,2144.0,BUY
1581,4359,2024-11-20,,2354.0,Buy
1582,3839,2024-09-06,Crypto,4255.0,SELL
1583,2152,2024-07-19,Stock,1607.0,BUY
1584,1990,2024-06-25,ETF,2485.0,Sell
1585,3418,2025-01-15,ETF,2325.0,Sell
1586,156,2024-09-17,bond,2118.0,Sell
1587,1219,2024-07-09,ETF,-1786.0,Buy
1588,1677,2025-03-01,Bond,880.0,Sell
1589,4686,2024-07-25,etf,3487.0,Buy
1590,5783,2024-05-06,Stock,3324.0,
1591,402,2025-04-03,STOCK,3428.0,Buy
1592,5110,2024-10-25,Stock,3389.0,Buy
1593,3285,2024-10-07,Bond,723.0,Sell
1594,2876,2025-04-09,STOCK,,Buy
1595,2446,2024-10-31,Crypto,2405.0,Sell
1596,3400,2025-01-04,Bond,936.0,Buy
1597,4249,2024-08-09,etf,-196.0,BUY
1598,4983,2024-08-20,STOCK,-390.0,Sell
1599,461,2024-08-30,Bond,3217.0,BUY
1600,2053,2024-06-08,Crypto,3295.0,Sell
1601,4546,2024-05-10,Stock,3470.0,SELL
1602,53,2024-05-17,Bond,1083.0,Sell
1603,1083,2024-08-20,ETF,1291.0,Buy
1604,39,2024-08-16,Crypto,-1161.0,Buy
1605,1242,2025-03-19,etf,3588.0,Sell
1606,1497,2025-01-25,stock,-981.0,BUY
1607,1517,2024-11-25,Stock,-1281.0,Sell
1608,4431,2024-09-06,,1906.0,Sell
1609,4908,2024-06-15,stock,4760.0,Buy
1610,2105,2025-03-26,bond,1523.0,Sell
1611,2650,2024-09-15,Bond,4350.0,Buy
1612,5964,2024-06-07,ETF,423.0,Sell
1613,1322,2024-06-28,ETF,120.0,Sell
1614,2912,2024-07-23,Crypto,4354.0,
1615,4974,2024-04-10,Crypto,902.0,Sell
1616,4350,2025-01-03,Stock,4348.0,Sell
1617,2233,2025-01-27,Bond,3136.0,
1618,3591,2024-07-17,Bond,1106.0,Sell
1619,1006,2024-11-14,Stock,2624.0,Buy
1620,1872,2024-08-27,,3802.0,Sell
1621,1585,2025-02-08,ETF,3504.0,
1622,2695,2024-10-25,ETF,,Buy
1623,4350,2024-06-10,Stock,-553.0,Buy
1624,1831,2025-01-31,Stock,3695.0,Sell
1625,5134,2024-12-24,Stock,4420.0,Buy
1626,6524,2024-12-17,ETF,-616.0,Buy
1627,4458,2024-07-29,Stock,1485.0,Sell
1628,4831,2025-01-24,Stock,4453.0,Sell
1629,4074,2024-12-01,Crypto,3115.0,Sell
1630,5479,2024-09-09,Stock,1736.0,
1631,322,2025-02-17,ETF,2023.0,Buy
1632,3719,2024-08-24,Stock,1132.0,BUY
1633,4281,2025-02-05,Crypto,1575.0,Buy
1634,4742,2024-08-08,Stock,669.0,Buy
1635,2365,2024-05-03,stock,-67.0,Buy
1636,1346,2025-03-15,bond,2775.0,Sell
1637,2917,2024-11-19,ETF,2202.0,BUY
1638,5001,2024-06-17,Crypto,93.0,Buy
1639,5125,2024-07-27,ETF,3173.0,SELL
1640,1624,2025-02-01,ETF,3931.0,Sell
1641,1884,2025-01-14,Crypto,3328.0,Buy
1642,5221,2025-03-17,Bond,4743.0,SELL
1643,2324,2024-11-13,ETF,3494.0,
1644,3645,2024-05-14,Stock,3825.0,Sell
1645,5744,2024-12-30,Crypto,-1528.0,Sell
1646,374,2024-06-06,Stock,4703.0,Buy
1647,5488,2024-12-07,Bond,3044.0,SELL
1648,5563,2025-02-19,bond,-1657.0,
1649,4315,2024-09-04,Stock,1178.0,Buy
1650,1831,2024-06-12,Stock,940.0,Buy
1651,2325,2025-02-19,Bond,-1190.0,Buy
1652,5536,2024-07-20,Bond,-1449.0,Sell
1653,3563,2025-04-07,STOCK,2911.0,
1654,5517,2024-08-03,Crypto,3177.0,Sell
1655,5253,2025-03-21,ETF,-1887.0,Sell
1656,2400,2024-04-17,,4870.0,BUY
1657,1224,2024-06-30,ETF,4233.0,Sell
1658,4747,2024-07-20,ETF,1036.0,Sell
1659,731,2024-11-13,STOCK,2514.0,Buy
1660,3555,2024-05-29,bond,2401.0,Buy
1661,2309,2024-04-10,bond,4261.0,Sell
1662,1714,2024-11-20,Bond,-998.0,Buy
1663,1,2024-12-18,Bond,-745.0,Buy
1664,310,2024-06-18,ETF,-1057.0,Sell
1665,5747,2024-12-08,etf,3209.0,Sell
1666,4525,2024-05-19,Bond,3493.0,Sell
1667,3004,2024-12-28,Bond,2879.0,Buy
1668,2412,2024-12-02,stock,997.0,Buy
1669,489,2025-02-18,,2424.0,Sell
1670,3626,2024-07-29,Stock,2782.0,Sell
1671,389,2024-06-20,ETF,1952.0,BUY
1672,3662,2024-12-25,ETF,-823.0,Buy
1673,3782,2024-06-01,Crypto,2796.0,Sell
1674,4994,2024-04-10,stock,-785.0,Buy
1675,2737,2024-11-27,Bond,377.0,
1676,3158,2025-02-04,stock,681.0,Buy
1677,5994,2025-01-21,Bond,3808.0,Sell
1678,1164,2025-04-08,Stock,-241.0,
1679,192,2024-04-17,Stock,,Sell
1680,74,2024-04-10,ETF,1575.0,Buy
1681,2701,2024-07-03,ETF,-1273.0,Sell
1682,5595,2024-11-23,ETF,-874.0,Buy
1683,1008,2024-05-02,STOCK,4733.0,Buy
1684,4159,2025-02-22,Bond,3228.0,Buy
1685,4400,2025-03-24,,3783.0,Buy
1686,6092,2024-09-06,ETF,3813.0,Buy
1687,3676,2024-10-16,Stock,-1717.0,Sell
1688,3031,2024-09-27,ETF,1793.0,SELL
1689,2669,2024-05-19,etf,4082.0,SELL
1690,2346,2025-03-01,Stock,2816.0,
1691,745,2024-10-19,Crypto,4120.0,SELL
1692,5317,2024-08-09,Bond,2746.0,BUY
1693,5172,2024-08-16,ETF,-1867.0,BUY
1694,988,2024-04-28,Crypto,4760.0,SELL
1695,1167,2024-07-20,Crypto,977.0,Sell
1696,6480,2024-06-20,bond,,Buy
1697,2263,2025-03-14,Bond,268.0,SELL
1698,1057,2025-01-30,Bond,4951.0,Sell
1699,2298,2024-06-23,ETF,-677.0,Buy
1700,5597,2024-04-23,stock,-676.0,Buy
1701,6149,2024-04-29,Crypto,1698.0,Sell
1702,4594,2025-03-19,bond,2484.0,Buy
1703,2895,2025-01-31,ETF,-739.0,Sell
1704,1747,2024-10-09,ETF,-599.0,Buy
1705,353,2025-03-31,ETF,4539.0,Buy
1706,4449,2024-07-15,Stock,1094.0,Buy
1707,5037,2025-03-06,ETF,4077.0,SELL
1708,6253,2024-12-31,ETF,264.0,Sell
1709,5190,2024-06-09,Stock,3384.0,Sell
1710,2028,2024-08-25,Crypto,-222.0,Sell
1711,1486,2024-05-20,,2636.0,Sell
1712,3141,2025-03-14,Crypto,2302.0,Sell
1713,6249,2024-05-02,stock,4089.0,Sell
1714,2791,2024-12-15,bond,-1889.0,
1715,4160,2024-07-02,Crypto,3869.0,Sell
1716,856,2025-03-27,stock,-1962.0,Buy
1717,5495,2024-06-25,Bond,522.0,Sell
1718,208,2024-08-19,Stock,2570.0,
1719,1882,2024-12-30,ETF,-1313.0,Sell
1720,4623,2024-07-21,Crypto,1841.0,Buy
1721,2737,2024-10-01,Crypto,3053.0,Buy
1722,3277,2024-09-17,Crypto,2791.0,Sell
1723,4649,2024-11-28,ETF,1214.0,BUY
1724,4600,2024-09-28,Crypto,1054.0,Sell
1725,149,2024-05-01,Bond,1204.0,Sell
1726,4837,2024-11-26,ETF,-1710.0,Buy
1727,4199,2024-07-27,ETF,4600.0,Sell
1728,2892,2024-07-19,Stock,-905.0,Sell
1729,3007,2024-05-27,STOCK,3991.0,Sell
1730,5626,2025-02-01,stock,1587.0,Buy
1731,1754,2024-10-07,ETF,-1561.0,BUY
1732,6488,2024-04-25,etf,3340.0,Sell
1733,441,2024-05-25,bond,-484.0,Buy
1734,6451,2025-01-29,ETF,-1645.0,Buy
1735,4996,2024-05-24,Crypto,4821.0,SELL
1736,5134,2024-11-29,Bond,-935.0,Sell
1737,2830,2025-03-15,Crypto,1502.0,Buy
1738,2930,2024-04-12,stock,1501.0,Sell
1739,6490,2024-04-13,Crypto,-1383.0,SELL
1740,3525,2025-01-13,ETF,-809.0,Sell
1741,4001,2024-10-07,STOCK,31.0,BUY
1742,4481,2024-09-15,Stock,4201.0,SELL
1743,3609,2024-11-07,Crypto,2581.0,
1744,2805,2024-08-15,Bond,-1918.0,Buy
1745,954,2024-10-09,STOCK,2468.0,Sell
1746,2398,2024-08-09,Bond,2376.0,Sell
1747,4702,2024-11-25,stock,-1980.0,Buy
1748,117,2024-05-24,,-1043.0,Buy
1749,5626,2025-01-30,STOCK,2715.0,Sell
1750,5056,2024-06-05,bond,3482.0,Sell
1751,5553,2024-12-12,Crypto,-1043.0,Sell
1752,5963,2024-04-13,Stock,-1848.0,
1753,4645,2024-11-14,Stock,4514.0,Buy
1754,1091,2024-08-14,Bond,,Sell
1755,1287,2024-08-12,ETF,4295.0,BUY
1756,6048,2024-10-08,STOCK,1643.0,Buy
1757,5881,2024-09-21,bond,-592.0,Buy
1758,2569,2024-06-23,ETF,3286.0,
1759,700,2025-02-01,Bond,-436.0,BUY
1760,5947,2024-11-13,Stock,2452.0,
1761,3413,2024-09-22,STOCK,4292.0,Sell
1762,4884,2024-05-30,Crypto,70.0,Buy
1763,4221,2024-04-16,ETF,1789.0,Sell
1764,123,2024-12-02,ETF,-361.0,Buy
1765,92,2024-05-01,Stock,254.0,SELL
1766,423,2025-03-19,,3143.0,BUY
1767,5211,2024-12-24,Stock,1598.0,Sell
1768,2830,2024-06-16,ETF,4534.0,Buy
1769,4263,2025-03-02,Bond,1765.0,Sell
1770,2042,2024-12-03,ETF,3240.0,BUY
1771,4917,2024-10-25,ETF,1077.0,Sell
1772,5825,2025-02-01,Bond,2576.0,Buy
1773,3516,2025-03-13,Bond,2972.0,BUY
1774,3211,2024-04-29,Crypto,123.0,Buy
1775,1335,2024-06-08,bond,579.0,Sell
1776,183,2025-01-11,Crypto,1139.0,Buy
1777,6346,2024-05-04,etf,-782.0,Buy
1778,3982,2025-03-23,Stock,4941.0,Buy
1779,2966,2024-09-01,STOCK,-1200.0,Sell
1780,3412,2024-10-15,ETF,4604.0,BUY
1781,2614,2024-07-19,Crypto,-1724.0,Buy
1782,2178,2024-11-11,Bond,656.0,Sell
1783,2577,2024-11-21,Crypto,4059.0,Buy
1784,3634,2024-12-24,ETF,4124.0,Buy
1785,3020,2024-10-06,Bond,-662.0,Sell
1786,3437,2024-06-17,Bond,1480.0,
1787,3352,2025-03-05,STOCK,1060.0,Sell
1788,2376,2024-11-15,Bond,4429.0,Buy
1789,4689,2024-08-25,Stock,526.0,Sell
1790,1466,2024-04-22,ETF,1343.0,
1791,3622,2025-02-20,bond,-1279.0,Buy
1792,4288,2024-06-28,Crypto,3494.0,Sell
1793,5485,2024-06-24,Crypto,93.0,
1794,5087,2024-12-27,Crypto,4038.0,Sell
1795,5853,2024-07-06,Crypto,-422.0,SELL
1796,3456,2025-02-25,Bond,2262.0,Sell
1797,6297,2024-04-15,stock,4061.0,Sell
1798,461,2024-11-09,Crypto,,
1799,495,2025-03-07,ETF,4307.0,Sell
1800,2057,2025-03-07,ETF,-735.0,SELL
1801,1514,2025-01-04,etf,1619.0,
1802,5617,2024-10-31,STOCK,1823.0,Sell
1803,41,2024-09-28,Crypto,143.0,
1804,6026,2024-11-13,etf,969.0,Sell
1805,3811,2024-12-24,ETF,4668.0,Sell
1806,5925,2024-12-21,ETF,883.0,Buy
1807,6235,2024-11-14,ETF,-1103.0,Sell
1808,3368,2024-10-31,stock,790.0,Buy
1809,4205,2024-08-26,STOCK,265.0,Sell
1810,4084,2024-05-31,Stock,585.0,Sell
1811,4282,2025-02-21,Stock,2216.0,
1812,4069,2024-05-14,ETF,-1105.0,Buy
1813,4782,2025-02-05,etf,1627.0,BUY
1814,5701,2024-11-29,Crypto,4731.0,Sell
1815,5484,2025-04-01,Crypto,-317.0,SELL
1816,4089,2024-04-16,Bond,4991.0,
1817,3274,2024-11-12,ETF,-1483.0,Buy
1818,1591,2024-12-13,STOCK,106.0,Sell
1819,1805,2024-11-14,ETF,361.0,Buy
1820,695,2025-03-26,Bond,-1512.0,SELL
1821,4149,2024-08-08,ETF,-1444.0,
1822,3993,2025-01-23,Bond,-1390.0,BUY
1823,5303,2024-12-12,ETF,2615.0,
1824,6043,2025-01-23,STOCK,4662.0,Buy
1825,1542,2024-07-08,Bond,-559.0,
1826,3162,2024-11-29,ETF,48.0,BUY
1827,452,2024-11-08,Crypto,-382.0,
1828,828,2025-02-05,Crypto,2752.0,Sell
1829,130,2024-05-14,Bond,2432.0,BUY
1830,870,2025-03-04,Crypto,2444.0,Sell
1831,1556,2024-11-27,Stock,3828.0,SELL
1832,879,2024-05-15,ETF,4829.0,
1833,1077,2024-06-29,Bond,4427.0,Sell
1834,1317,2024-08-17,Crypto,4610.0,SELL
1835,3315,2025-01-23,Stock,2862.0,SELL
1836,4711,2024-07-03,Bond,2544.0,Buy
1837,1601,2024-09-04,ETF,3321.0,Sell
1838,5517,2024-07-12,Stock,1358.0,Sell
1839,4153,2024-08-12,ETF,3954.0,Sell
1840,1405,2025-03-02,,1518.0,Sell
1841,6333,2024-10-13,ETF,2717.0,Buy
1842,484,2025-02-10,ETF,4943.0,Buy
1843,2890,2024-12-22,ETF,4868.0,Sell
1844,418,2024-06-13,ETF,3044.0,Buy
1845,5115,2024-12-25,,3597.0,
1846,2141,2025-01-17,bond,4670.0,SELL
1847,2911,2024-06-29,Crypto,2744.0,Sell
1848,972,2024-10-16,ETF,4648.0,
1849,4660,2024-05-01,stock,2620.0,Sell
1850,6003,2024-04-21,bond,1158.0,Sell
1851,1279,2025-02-08,ETF,4281.0,Buy
1852,2692,2025-03-25,,3984.0,Buy
1853,2944,2024-04-30,Bond,2830.0,Buy
1854,1690,2024-09-03,Bond,4477.0,Buy
1855,1234,2024-10-29,STOCK,101.0,Sell
1856,4925,2025-03-18,ETF,2909.0,Buy
1857,3222,2024-12-15,Stock,578.0,Buy
1858,980,2025-02-06,STOCK,-1658.0,Buy
1859,2531,2024-12-02,Bond,-950.0,SELL
1860,4335,2024-10-02,,-663.0,
1861,1382,2024-10-04,,4282.0,Buy
