portfolio_id,client_id,portfolio_name,start_date,status,intial_investment
2776,2599,Education Fund,2025-01-30,Closed,125986
2777,4114,Retirement Plan,2024-10-04,Closed,13327
2778,3216,Education Fund,2024-09-15,Inactive,145160
2779,5357,High-Yield,2025-03-19,Active,125224
278,6681,Education Fund,2024-12-31,Active,4277
2780,3608,Growth Fund,2024-07-22,Active,178143
2781,2924,Education Fund,2025-01-08,Active,56636
2782,2343,Retirement Plan,2024-12-24,Inactive,125924
2783,4310,Education Fund,2024-12-29,Closed,13257
2784,6812,Education Fund,2024-08-24,Closed,167925
2785,4767,Retirement Plan,2024-09-02,Inactive,92364
2786,4007,High-Yield,2025-02-03,Inactive,13867
2787,4313,Emergency,2025-03-08,Active,195825
2788,4252,Emergency,2024-06-02,Inactive,121304
2789,5399,Growth Fund,2025-03-18,Active,92218
279,2444,Emergency,2025-02-03,Active,177538
2790,5618,Growth Fund,2024-05-04,Active,154773
2791,4879,High-Yield,2025-03-10,Active,178410
2792,2351,Retirement Plan,2024-10-11,Active,34697
2793,4754,Education Fund,2024-05-04,Closed,191866
2794,5435,Retirement Plan,2024-09-09,Inactive,189896
2795,839,Retirement Plan,2024-05-09,Inactive,109505
2796,5818,Retirement Plan,2024-10-29,Active,84180
2797,4766,Education Fund,2024-06-10,Active,82060
2798,3929,Retirement Plan,2024-04-13,Active,105870
2799,848,Education Fund,2024-09-18,Active,17988
28,2777,Education Fund,2024-08-19,Closed,182300
280,2465,Growth Fund,2024-05-01,Active,88769
2800,3112,Education Fund,2024-12-27,Inactive,123321
2801,2611,Emergency,2024-08-25,Active,116615
2802,2478,Growth Fund,2024-09-17,Inactive,147860
2803,3829,Emergency,2024-11-10,Inactive,131476
2804,2129,Emergency,2024-08-21,Active,52216
2805,2419,Education Fund,2025-01-11,Inactive,26930
2806,2676,High-Yield,2024-04-29,Active,52273
2807,1333,High-Yield,2025-03-08,Active,177188
2808,3853,Education Fund,2024-05-01,Active,117116
2809,2077,Retirement Plan,2025-04-08,Closed,117082
281,1255,Retirement Plan,2024-04-28,Closed,125315
2810,5762,Education Fund,2024-05-22,Active,182447
2811,2413,Growth Fund,2025-03-03,Closed,71392
2812,3673,Retirement Plan,2024-05-04,Closed,90443
2813,1999,Emergency,2025-01-24,Inactive,53893
2814,1134,High-Yield,2024-12-27,Inactive,66280
2815,3909,Retirement Plan,2024-10-16,Closed,176149
2816,2506,High-Yield,2025-03-05,Inactive,41821
2817,6962,Growth Fund,2024-07-26,Active,193677
2818,6501,Growth Fund,2025-02-22,Inactive,74799
2819,4785,Emergency,2024-06-26,Active,70936
282,5866,Education Fund,2024-04-30,Active,73924
2820,494,Growth Fund,2024-08-31,Inactive,43019
2821,4272,Emergency,2024-04-19,Active,152229
2822,1361,Emergency,2024-12-22,Active,124744
2823,1117,High-Yield,2024-04-18,Closed,129044
2824,5804,High-Yield,2024-05-02,Inactive,162186
2825,3083,High-Yield,2024-04-12,Closed,141420
2826,1131,Emergency,2024-10-25,Active,9097
2827,5702,Education Fund,2024-08-15,Active,133849
2828,5478,Growth Fund,2025-03-29,Closed,107907
2829,1894,Emergency,2024-08-19,Inactive,100489
283,6764,Retirement Plan,2025-03-22,Active,54635
2830,1543,Emergency,2024-10-06,Closed,2387
2831,2212,Growth Fund,2024-06-29,Inactive,150804
2832,5486,Emergency,2024-05-14,Closed,148096
2833,6800,Emergency,2025-01-17,Active,183710
2834,5953,Retirement Plan,2024-05-13,Active,115653
2835,5861,High-Yield,2024-11-07,Closed,79587
2836,5254,Education Fund,2025-02-23,Closed,143569
2837,6666,Growth Fund,2025-03-24,Closed,124850
2838,2803,Education Fund,2024-05-28,Closed,122206
2839,6897,Retirement Plan,2024-12-17,Inactive,67143
284,3748,Emergency,2024-10-31,Active,185141
2840,1024,Emergency,2025-03-05,Closed,127421
2841,3217,Retirement Plan,2024-12-03,Active,145645
2842,3430,Growth Fund,2024-07-26,Active,52164
2843,3958,Emergency,2025-02-26,Active,94958
2844,6059,Retirement Plan,2024-12-27,Closed,161111
2845,4425,High-Yield,2025-02-11,Inactive,173718
2846,339,Growth Fund,2025-04-04,Active,132262
2847,756,Education Fund,2024-07-30,Active,35746
2848,4536,High-Yield,2024-12-05,Inactive,177671
2849,1533,Growth Fund,2024-07-09,Closed,120345
285,6031,Retirement Plan,2024-10-19,Active,88870
2850,3487,Education Fund,2025-03-28,Active,188996
2851,1717,Education Fund,2025-03-29,Active,183461
2852,2709,Education Fund,2025-03-11,Active,161830
2853,1313,Education Fund,2024-06-04,Inactive,106386
2854,4214,Education Fund,2024-07-11,Inactive,82799
2855,260,High-Yield,2024-10-27,Closed,46086
2856,3773,Growth Fund,2024-08-17,Inactive,72875
2857,1382,High-Yield,2024-10-12,Closed,57684
2858,6002,Growth Fund,2024-11-05,Inactive,99544
2859,3512,Growth Fund,2024-11-29,Closed,112923
286,1403,Emergency,2024-06-02,Active,90402
2860,2393,Education Fund,2025-03-09,Active,156497
2861,6386,Education Fund,2025-03-19,Closed,164216
2862,171,Growth Fund,2024-09-29,Inactive,145016
2863,3193,Retirement Plan,2024-12-03,Active,19137
2864,3430,Education Fund,2024-04-19,Active,155968
2865,3052,Retirement Plan,2024-12-11,Inactive,139833
2866,1796,High-Yield,2025-03-04,Inactive,134854
2867,1092,Growth Fund,2024-05-05,Closed,1360
2868,4619,Emergency,2025-03-04,Inactive,190495
2869,4054,High-Yield,2024-10-25,Closed,16019
287,6490,Emergency,2025-02-05,Active,117717
2870,309,Education Fund,2024-07-07,Active,163088
2871,3538,Emergency,2024-08-08,Inactive,79779
2872,1020,Retirement Plan,2024-07-01,Active,106858
2873,5258,Emergency,2024-11-02,Closed,33477
2874,5093,Emergency,2025-01-05,Closed,22751
2875,3660,Emergency,2024-09-11,Closed,119752
2876,635,Growth Fund,2024-05-19,Active,18767
2877,4668,Education Fund,2024-07-04,Inactive,46498
2878,3436,Education Fund,2024-07-13,Active,49531
2879,2398,High-Yield,2024-12-06,Closed,103858
288,2874,High-Yield,2024-09-20,Inactive,189207
2880,5250,Education Fund,2024-09-26,Active,55899
2881,2183,Growth Fund,2024-07-08,Inactive,60876
2882,4956,Growth Fund,2024-11-12,Active,101228
2883,663,Emergency,2025-03-09,Active,192356
2884,3764,Growth Fund,2024-12-22,Inactive,116123
2885,1336,Emergency,2024-04-12,Active,107339
2886,6176,Education Fund,2025-03-26,Inactive,195126
2887,4701,Emergency,2024-04-28,Closed,47503
2888,1021,Emergency,2024-10-28,Inactive,172224
2889,1085,Emergency,2024-08-22,Active,6343
289,17,Education Fund,2024-09-05,Inactive,40627
2890,5634,High-Yield,2024-08-30,Inactive,165373
2891,6940,Emergency,2024-09-23,Active,173271
2892,4191,Education Fund,2024-06-14,Inactive,166580
2893,391,Growth Fund,2025-01-19,Active,79901
2894,3282,Growth Fund,2024-07-14,Active,38264
2895,4800,Retirement Plan,2025-01-12,Closed,49328
2896,6022,High-Yield,2024-12-22,Closed,12031
2897,2156,Emergency,2024-06-04,Closed,26809
2898,2262,Growth Fund,2024-07-19,Inactive,169084
2899,969,Retirement Plan,2025-01-07,Inactive,15322
29,2379,Retirement Plan,2024-05-24,Closed,156595
290,4576,Education Fund,2025-01-18,Inactive,83202
2900,2776,Education Fund,2024-10-13,Closed,155426
2901,5830,Growth Fund,2025-04-04,Inactive,126910
2902,1013,Emergency,2024-06-24,Active,188422
2903,1598,Emergency,2024-05-01,Closed,178379
2904,3931,Growth Fund,2024-10-10,Active,136301
2905,3818,Emergency,2024-10-16,Inactive,22727
2906,1872,Education Fund,2024-04-17,Inactive,15189
2907,1313,Retirement Plan,2025-02-14,Closed,108138
2908,909,Growth Fund,2024-04-22,Inactive,75104
2909,765,Retirement Plan,2024-12-31,Active,173049
291,3787,Growth Fund,2024-09-09,Closed,100633
2910,6322,Retirement Plan,2024-12-13,Active,90632
2911,6865,Emergency,2024-11-24,Closed,96279
2912,505,Education Fund,2024-11-03,Closed,184650
2913,5956,Education Fund,2025-04-03,Closed,195652
2914,4645,High-Yield,2024-08-29,Closed,186249
2915,6346,Growth Fund,2025-01-25,Closed,39124
2916,940,High-Yield,2025-04-01,Inactive,86612
2917,3009,Retirement Plan,2024-05-28,Closed,2577
2918,3152,Education Fund,2025-01-24,Active,80008
2919,3309,Growth Fund,2024-06-24,Active,89482
292,3678,Retirement Plan,2024-12-30,Active,153291
2920,3740,Growth Fund,2025-01-21,Active,26252
2921,3757,Retirement Plan,2024-07-07,Active,20752
2922,554,Education Fund,2025-03-18,Inactive,86689
2923,6108,Education Fund,2024-10-15,Inactive,144477
2924,920,Growth Fund,2024-06-04,Closed,150852
2925,451,Growth Fund,2024-09-10,Closed,21439
2926,2426,Growth Fund,2024-12-22,Closed,51178
2927,4554,High-Yield,2024-10-28,Inactive,133928
2928,5526,Emergency,2025-01-05,Closed,82426
2929,6091,Education Fund,2024-05-07,Inactive,169938
293,2689,Emergency,2024-08-25,Inactive,182934
2930,1606,Emergency,2024-09-08,Active,154320
2931,3663,Growth Fund,2024-04-14,Closed,4436
2932,172,High-Yield,2025-03-21,Closed,111437
2933,4121,High-Yield,2024-06-12,Inactive,74684
2934,4489,Growth Fund,2025-04-09,Inactive,146500
2935,756,Emergency,2024-11-05,Closed,46305
2936,315,Education Fund,2024-12-12,Inactive,114608
2937,6545,Growth Fund,2024-10-13,Closed,21539
2938,1217,Growth Fund,2025-02-24,Active,117456
2939,5087,High-Yield,2024-05-23,Active,187344
294,2036,High-Yield,2025-02-14,Closed,84377
2940,6149,Growth Fund,2025-04-06,Active,51195
2941,969,Education Fund,2024-09-03,Inactive,14812
2942,2974,Retirement Plan,2024-09-16,Closed,198141
2943,6050,Retirement Plan,2025-02-02,Closed,44964
2944,2046,Retirement Plan,2024-05-21,Inactive,176031
2945,1370,Growth Fund,2024-11-09,Active,12089
2946,162,Emergency,2024-08-03,Active,185950
2947,4184,High-Yield,2024-08-31,Closed,77619
2948,4935,Education Fund,2024-06-27,Inactive,82318
2949,6962,Growth Fund,2024-07-09,Inactive,42498
295,5185,Education Fund,2024-04-20,Active,41879
2950,2389,Growth Fund,2025-02-08,Active,64846
2951,3870,High-Yield,2024-11-22,Active,156102
2952,6584,Growth Fund,2024-05-08,Closed,191406
2953,981,Education Fund,2024-06-28,Active,171621
2954,1910,Retirement Plan,2025-03-25,Closed,17949
2955,2213,Emergency,2025-01-30,Active,20944
2956,5173,Growth Fund,2024-09-02,Active,135817
2957,2985,High-Yield,2024-07-18,Closed,48284
2958,438,Growth Fund,2024-12-13,Closed,13811
2959,6085,Education Fund,2024-05-01,Active,182525
296,3080,Growth Fund,2024-10-14,Active,147957
2960,1619,Education Fund,2024-06-21,Active,27193
2961,3812,Education Fund,2024-08-22,Closed,136829
2962,6950,Growth Fund,2024-10-11,Active,12203
2963,4537,Retirement Plan,2025-03-04,Closed,115439
2964,5013,Growth Fund,2024-10-12,Closed,91651
2965,6052,Growth Fund,2024-10-14,Closed,16892
2966,6720,Education Fund,2024-07-30,Active,160385
2967,5655,Emergency,2024-06-16,Inactive,175648
2968,4630,Growth Fund,2024-06-25,Closed,57043
2969,650,Growth Fund,2025-03-19,Active,93858
297,6563,Emergency,2024-09-16,Closed,11537
2970,6759,Retirement Plan,2024-06-28,Closed,4867
2971,5184,Emergency,2025-03-18,Closed,36267
2972,3295,High-Yield,2024-08-08,Active,12730
2973,2776,Emergency,2024-05-04,Active,40613
2974,4028,High-Yield,2024-04-12,Active,3409
2975,4771,Retirement Plan,2024-04-16,Active,38698
2976,3463,Education Fund,2024-08-28,Active,58442
2977,6038,Retirement Plan,2025-02-08,Active,3195
2978,971,High-Yield,2024-09-18,Inactive,181195
2979,1421,High-Yield,2024-06-18,Active,91840
298,4846,High-Yield,2024-09-05,Inactive,121631
2980,3431,High-Yield,2024-08-20,Active,55856
2981,3903,Growth Fund,2024-09-09,Inactive,151836
2982,508,Retirement Plan,2024-09-25,Closed,152648
2983,4928,Emergency,2024-07-31,Active,65021
2984,3517,Education Fund,2025-02-11,Inactive,5486
2985,3488,Education Fund,2025-03-01,Inactive,180754
2986,3534,Retirement Plan,2024-09-07,Inactive,161757
2987,4642,High-Yield,2024-08-12,Active,30755
2988,2284,Education Fund,2025-01-03,Active,149223
2989,2068,Emergency,2024-06-05,Active,167567
299,1793,High-Yield,2024-09-19,Inactive,61397
2990,453,Education Fund,2024-05-09,Inactive,132773
2991,675,Emergency,2024-04-30,Active,23171
2992,6922,Growth Fund,2025-02-14,Inactive,44813
2993,6013,Education Fund,2024-06-22,Closed,49436
2994,1095,Emergency,2024-06-03,Closed,11199
2995,1020,Growth Fund,2024-12-30,Inactive,165533
2996,908,Education Fund,2025-02-23,Active,42513
2997,6221,Growth Fund,2024-12-12,Active,190433
2998,6350,Education Fund,2024-06-26,Inactive,156096
2999,4244,Emergency,2025-01-13,Active,191005
3,6403,Growth Fund,2025-03-03,Active,125435
30,1570,Retirement Plan,2025-01-05,Inactive,29909
300,3349,Emergency,2025-04-09,Closed,10020
3000,6655,Retirement Plan,2024-07-09,Inactive,195210
3001,4120,Emergency,2024-11-26,Inactive,108207
3002,3162,High-Yield,2024-07-16,Inactive,52562
3003,4500,Retirement Plan,2024-10-31,Inactive,52889
3004,1364,Growth Fund,2024-07-05,Inactive,20783
3005,2148,Retirement Plan,2024-05-25,Closed,62896
3006,6570,Emergency,2024-08-07,Closed,93359
3007,4719,Growth Fund,2024-11-28,Active,146575
3008,1195,Growth Fund,2024-04-23,Inactive,90559
3009,5523,Emergency,2024-09-24,Inactive,95684
301,6092,Retirement Plan,2025-02-16,Closed,39617
3010,1966,High-Yield,2024-09-01,Inactive,65814
3011,5805,Emergency,2024-07-04,Inactive,169881
3012,1930,Emergency,2024-09-04,Inactive,150993
3013,4815,Retirement Plan,2024-11-20,Inactive,163920
3014,73,Retirement Plan,2025-03-16,Active,56100
3015,6035,Education Fund,2024-10-04,Closed,48298
3016,4756,Growth Fund,2024-09-18,Closed,48035
3017,2819,Retirement Plan,2024-10-03,Inactive,8902
3018,4756,Retirement Plan,2024-07-17,Inactive,65889
3019,3072,High-Yield,2024-05-19,Closed,109557
302,2129,Retirement Plan,2024-10-04,Inactive,95347
3020,6034,High-Yield,2024-09-05,Inactive,176877
3021,668,Emergency,2024-07-16,Active,102612
3022,6946,Emergency,2024-11-19,Active,63454
3023,5123,Retirement Plan,2024-12-20,Closed,4327
3024,6189,High-Yield,2024-12-18,Closed,198832
3025,2515,Emergency,2024-09-30,Inactive,155544
3026,1567,Emergency,2024-09-16,Active,164816
3027,2857,Growth Fund,2024-09-01,Closed,14910
3028,1565,Education Fund,2024-04-15,Closed,168740
3029,5203,High-Yield,2024-06-30,Closed,143505
303,4314,Growth Fund,2024-06-05,Active,176324
3030,4399,Emergency,2024-04-15,Active,157382
3031,6113,Education Fund,2024-05-16,Active,32944
3032,6902,Education Fund,2024-11-09,Closed,195290
3033,2348,Education Fund,2024-10-31,Closed,151299
3034,568,Growth Fund,2024-05-11,Inactive,178696
3035,6894,Retirement Plan,2024-10-30,Closed,197315
3036,2176,Retirement Plan,2025-02-10,Closed,110710
3037,4792,Retirement Plan,2024-04-19,Inactive,134381
3038,1890,High-Yield,2024-11-15,Active,41031
3039,982,Growth Fund,2024-05-26,Closed,31379
304,4013,Emergency,2024-06-25,Inactive,184454
3040,6920,Growth Fund,2024-07-06,Active,56349
3041,6425,High-Yield,2024-09-17,Inactive,96488
3042,1211,Retirement Plan,2025-02-12,Closed,66831
3043,1218,Emergency,2024-04-27,Inactive,41176
3044,6433,Growth Fund,2024-09-14,Inactive,39300
3045,4895,Growth Fund,2025-03-06,Inactive,82767
3046,6401,Education Fund,2024-04-16,Inactive,12078
3047,2618,Growth Fund,2024-10-12,Active,183162
3048,6527,Education Fund,2024-08-11,Active,196362
3049,6922,Growth Fund,2024-07-25,Active,110335
305,6609,Education Fund,2025-01-28,Inactive,179760
3050,1314,High-Yield,2024-06-24,Active,140050
3051,6448,High-Yield,2024-12-05,Inactive,102637
3052,2067,Emergency,2025-01-25,Active,51005
3053,2065,Emergency,2024-04-30,Closed,182277
3054,6314,Emergency,2024-08-07,Inactive,13360
3055,4259,Education Fund,2025-02-21,Active,57171
3056,6088,High-Yield,2024-05-23,Closed,58813
3057,5720,High-Yield,2024-10-24,Inactive,48966
3058,3634,Growth Fund,2024-11-14,Closed,109474
3059,4560,Growth Fund,2025-01-30,Active,37857
306,4019,Retirement Plan,2024-08-05,Inactive,189520
3060,3709,Education Fund,2024-07-01,Inactive,122394
3061,3234,Retirement Plan,2024-04-18,Active,109549
3062,1182,Growth Fund,2025-03-02,Closed,79413
3063,3425,Emergency,2025-02-16,Closed,80080
3064,3275,High-Yield,2024-05-23,Closed,175822
3065,3201,Growth Fund,2025-01-05,Closed,177283
3066,5438,Education Fund,2024-11-07,Inactive,97843
3067,551,Growth Fund,2024-09-29,Closed,10528
3068,3685,High-Yield,2024-08-03,Closed,121590
3069,1490,High-Yield,2024-09-21,Inactive,24411
307,3225,Emergency,2025-03-07,Active,148015
3070,4156,Emergency,2024-08-19,Closed,137579
3071,882,High-Yield,2025-03-22,Inactive,13503
3072,88,Emergency,2024-04-26,Active,84026
3073,581,High-Yield,2024-05-28,Inactive,13919
3074,1628,Education Fund,2024-09-16,Active,151987
3075,5342,High-Yield,2024-11-13,Inactive,66741
3076,335,Emergency,2024-04-30,Active,170159
3077,5540,High-Yield,2025-01-04,Active,129416
3078,4184,Growth Fund,2024-12-03,Active,103288
3079,1313,Education Fund,2025-01-30,Closed,125647
308,4417,High-Yield,2024-08-04,Active,119332
3080,1633,Retirement Plan,2025-03-04,Closed,138990
3081,4016,Emergency,2025-02-19,Active,139892
3082,4554,Retirement Plan,2025-02-23,Inactive,142281
3083,5933,High-Yield,2025-03-13,Inactive,45494
3084,505,High-Yield,2024-10-28,Closed,77891
3085,1007,Retirement Plan,2025-02-01,Closed,179920
3086,816,High-Yield,2025-03-30,Closed,146192
3087,2569,Education Fund,2024-12-01,Closed,76511
3088,4200,Retirement Plan,2024-10-28,Inactive,121484
3089,2365,Growth Fund,2024-12-15,Closed,170985
309,1572,Growth Fund,2025-02-24,Inactive,110594
3090,3763,High-Yield,2025-03-01,Closed,70100
3091,240,Emergency,2024-10-13,Active,115261
3092,4901,Education Fund,2024-12-01,Closed,190290
3093,566,High-Yield,2025-03-07,Active,32584
3094,4021,High-Yield,2024-07-28,Inactive,53726
3095,228,Retirement Plan,2024-09-07,Active,36650
3096,6458,Growth Fund,2025-01-21,Active,158362
3097,6073,High-Yield,2024-10-06,Active,1177
3098,5318,Emergency,2024-07-24,Active,10859
3099,5192,Education Fund,2024-06-05,Closed,96153
31,2301,Emergency,2024-07-01,Closed,108294
310,5964,Growth Fund,2024-12-13,Active,7916
3100,5525,High-Yield,2024-08-25,Active,60966
3101,2299,Emergency,2024-06-30,Inactive,99442
3102,6098,Retirement Plan,2024-11-14,Closed,39909
3103,2943,High-Yield,2025-01-10,Inactive,167023
3104,2804,Education Fund,2024-04-19,Closed,57830
3105,4175,Growth Fund,2024-06-29,Closed,175510
3106,6942,High-Yield,2024-09-19,Active,104061
3107,6037,High-Yield,2024-11-12,Active,139884
3108,3340,Emergency,2025-03-07,Closed,81718
3109,2653,Growth Fund,2025-02-21,Active,25442
311,6809,Growth Fund,2025-02-12,Closed,10308
3110,2570,High-Yield,2024-10-17,Closed,170739
3111,5840,Retirement Plan,2025-04-01,Active,41885
3112,3686,High-Yield,2024-08-24,Closed,191920
3113,5349,Retirement Plan,2024-07-13,Closed,102467
3114,6027,Retirement Plan,2024-07-23,Active,132861
3115,3224,Retirement Plan,2024-05-06,Active,191115
3116,3652,High-Yield,2024-06-07,Inactive,27657
3117,3678,High-Yield,2024-11-01,Active,189219
3118,3029,High-Yield,2025-02-12,Closed,120339
3119,1501,Education Fund,2025-02-28,Active,131125
312,3377,Education Fund,2024-11-21,Closed,57092
3120,4620,Education Fund,2024-06-22,Active,181399
3121,1655,Education Fund,2024-12-08,Inactive,167628
3122,4289,Growth Fund,2025-02-09,Closed,65015
3123,481,Emergency,2024-05-12,Inactive,47051
3124,1366,Retirement Plan,2024-06-17,Active,35485
3125,5977,Retirement Plan,2025-01-02,Closed,48154
3126,3148,High-Yield,2025-04-04,Inactive,121717
3127,3198,Growth Fund,2025-03-18,Active,88823
3128,3783,Growth Fund,2024-10-05,Closed,87179
3129,5673,Retirement Plan,2024-05-14,Active,87059
313,4049,Growth Fund,2024-08-27,Active,120256
3130,3874,High-Yield,2025-04-04,Closed,20997
3131,6544,Growth Fund,2024-11-20,Inactive,15593
3132,2206,Growth Fund,2024-10-19,Inactive,123619
3133,6635,Education Fund,2024-09-29,Active,125980
3134,961,Education Fund,2024-05-02,Inactive,7969
3135,5499,Retirement Plan,2024-06-23,Inactive,137816
3136,253,Education Fund,2024-12-06,Active,115442
3137,657,High-Yield,2024-05-14,Active,136773
3138,1451,Education Fund,2024-05-13,Inactive,164059
3139,1525,Emergency,2025-03-13,Inactive,85891
314,4187,High-Yield,2024-09-15,Active,180950
3140,2651,High-Yield,2024-04-22,Inactive,168757
3141,4836,High-Yield,2024-12-26,Closed,194008
3142,3416,Education Fund,2024-05-08,Inactive,92254
3143,6264,Retirement Plan,2024-08-25,Inactive,112071
3144,6784,High-Yield,2024-04-11,Active,185759
3145,3373,Education Fund,2024-10-09,Inactive,181726
3146,4618,High-Yield,2024-04-21,Closed,35810
3147,5909,Retirement Plan,2024-08-05,Closed,153358
3148,2201,High-Yield,2025-01-03,Active,120725
3149,1771,Retirement Plan,2024-11-23,Closed,97201
315,339,High-Yield,2025-02-20,Inactive,111894
3150,3646,Retirement Plan,2024-07-04,Active,66742
3151,191,Education Fund,2024-08-20,Inactive,97525
3152,2200,Growth Fund,2024-07-29,Inactive,10208
3153,1529,Emergency,2024-09-29,Closed,147485
3154,2281,Emergency,2024-10-02,Inactive,94118
3155,1271,Education Fund,2025-03-14,Active,109139
3156,1332,Growth Fund,2024-09-02,Closed,71491
3157,3048,Growth Fund,2025-01-13,Inactive,199926
3158,6936,Education Fund,2024-04-28,Active,40736
3159,6061,Education Fund,2024-07-26,Inactive,135271
316,1626,High-Yield,2024-08-31,Inactive,20109
3160,4972,Growth Fund,2024-04-12,Closed,39572
3161,5194,Emergency,2024-07-11,Closed,43603
3162,1614,Education Fund,2025-04-06,Inactive,83413
3163,1073,Growth Fund,2024-09-03,Inactive,35371
3164,1091,Emergency,2024-10-24,Active,71809
3165,3161,Emergency,2024-10-02,Active,79538
3166,5508,Retirement Plan,2024-05-05,Closed,121181
3167,6245,Retirement Plan,2024-11-10,Inactive,96889
3168,3338,High-Yield,2024-10-07,Closed,191563
3169,5,Retirement Plan,2024-09-26,Active,160868
317,2729,Growth Fund,2024-06-09,Active,125071
3170,162,High-Yield,2024-11-10,Active,56386
3171,2042,Education Fund,2024-09-10,Active,168148
3172,1448,Education Fund,2024-08-01,Inactive,32252
3173,1880,Education Fund,2024-09-05,Active,184701
3174,5424,Education Fund,2024-08-07,Active,19266
3175,2428,Retirement Plan,2024-08-24,Active,60326
3176,6938,Retirement Plan,2025-01-29,Active,98360
3177,1306,Retirement Plan,2024-12-25,Active,173318
3178,1035,Retirement Plan,2024-05-16,Closed,70516
3179,6018,Retirement Plan,2025-03-19,Active,156216
318,1645,Education Fund,2025-03-08,Closed,96233
3180,6340,Retirement Plan,2025-01-08,Closed,104734
3181,5855,Education Fund,2024-11-29,Inactive,145082
3182,2345,Education Fund,2024-07-08,Active,97410
3183,5786,Growth Fund,2024-10-10,Active,46836
3184,2009,Retirement Plan,2024-08-23,Inactive,194786
3185,3053,High-Yield,2024-09-14,Closed,45128
3186,2521,Education Fund,2024-08-29,Inactive,154782
3187,2636,Growth Fund,2025-01-14,Closed,16344
3188,6369,Retirement Plan,2024-10-06,Closed,101418
3189,4847,Emergency,2024-08-24,Closed,98104
319,2809,Emergency,2025-03-28,Inactive,113124
3190,5750,Retirement Plan,2024-07-20,Closed,118957
3191,5846,Education Fund,2024-05-07,Inactive,52599
3192,5585,Retirement Plan,2025-01-15,Inactive,41469
3193,6502,Growth Fund,2024-11-17,Inactive,108918
3194,2201,High-Yield,2024-05-12,Inactive,152418
3195,1114,Education Fund,2024-11-29,Active,172624
3196,740,Growth Fund,2025-01-29,Closed,115979
3197,3472,High-Yield,2024-04-21,Inactive,45559
3198,3613,High-Yield,2024-07-10,Closed,193301
3199,2816,Education Fund,2024-12-11,Inactive,57178
32,2209,Growth Fund,2024-05-21,Closed,21979
320,1292,Growth Fund,2025-02-22,Inactive,14372
3200,5723,Growth Fund,2024-05-11,Closed,35816
3201,3266,Growth Fund,2025-03-14,Inactive,17852
3202,703,Growth Fund,2025-01-27,Active,32969
3203,3407,Education Fund,2024-08-11,Closed,116292
3204,5663,Growth Fund,2024-07-29,Inactive,34199
3205,6060,Emergency,2024-11-17,Closed,80271
3206,4759,Growth Fund,2025-01-12,Active,169780
3207,5987,Retirement Plan,2025-01-18,Closed,163965
3208,5080,Growth Fund,2024-07-11,Closed,194779
3209,2104,Education Fund,2024-06-12,Active,139084
321,5461,High-Yield,2024-07-01,Inactive,87372
3210,1874,Growth Fund,2024-09-11,Inactive,92830
3211,5578,Retirement Plan,2025-01-19,Inactive,183142
3212,674,Retirement Plan,2024-08-26,Inactive,151416
3213,2083,High-Yield,2024-07-31,Inactive,70867
3214,4612,Education Fund,2024-09-04,Inactive,67008
3215,2760,Emergency,2025-02-17,Inactive,26460
3216,5079,Retirement Plan,2024-10-26,Active,79318
3217,4222,Education Fund,2025-04-04,Active,128084
3218,2968,Education Fund,2024-04-23,Closed,35034
3219,1325,Emergency,2024-12-02,Inactive,93488
322,3004,Growth Fund,2025-01-02,Inactive,92523
3220,2284,Retirement Plan,2024-09-18,Closed,6214
3221,116,Emergency,2024-07-04,Inactive,140538
3222,1702,Education Fund,2024-07-20,Inactive,100975
3223,130,Growth Fund,2024-12-27,Active,12041
3224,1451,Education Fund,2024-08-06,Closed,83715
3225,4670,Emergency,2025-02-14,Closed,134180
3226,4944,Education Fund,2025-04-09,Active,100497
3227,4815,Emergency,2025-02-02,Closed,163219
3228,6619,Growth Fund,2024-12-07,Closed,39768
3229,5559,Education Fund,2024-09-25,Inactive,31649
323,5836,Growth Fund,2024-10-28,Inactive,185085
3230,3407,Education Fund,2025-01-28,Active,184632
3231,2018,Education Fund,2024-08-13,Active,171120
3232,5642,Education Fund,2025-03-13,Active,133903
3233,3945,Retirement Plan,2024-09-28,Active,137413
3234,3752,Retirement Plan,2024-05-16,Closed,16195
3235,3096,High-Yield,2024-11-02,Active,14180
3236,6049,Emergency,2025-03-13,Inactive,21855
3237,3267,Education Fund,2024-11-11,Inactive,41355
3238,6483,Education Fund,2024-11-25,Closed,116368
3239,2076,High-Yield,2024-09-10,Inactive,123075
324,206,Education Fund,2024-08-12,Active,176638
3240,4334,Emergency,2024-06-23,Closed,182843
3241,5089,Retirement Plan,2024-09-17,Active,62286
3242,5086,Growth Fund,2024-05-31,Closed,125570
3243,2134,Education Fund,2024-11-22,Inactive,61323
3244,3682,Emergency,2024-10-09,Active,45637
3245,4283,Growth Fund,2024-08-20,Closed,56038
3246,482,Education Fund,2024-04-21,Inactive,114938
3247,6526,Education Fund,2025-02-01,Closed,119368
3248,3863,Growth Fund,2024-12-27,Inactive,195978
3249,6366,Education Fund,2025-02-02,Closed,32993
325,3261,Education Fund,2024-10-15,Active,59463
3250,1155,Retirement Plan,2025-01-03,Closed,190768
3251,6601,Growth Fund,2024-09-09,Closed,80427
3252,1231,High-Yield,2024-11-19,Inactive,82394
3253,1793,Retirement Plan,2024-09-05,Active,167241
3254,3207,Growth Fund,2025-02-16,Closed,61875
