transaction_id,portfolio_id,transaction_date,asset_type,amount,transaction_type
1629,4074,2024-12-01,Crypto,3115.0,Buy
1630,5479,2024-09-09,Stock,1736.0,Buy
1631,322,2025-02-17,ETF,2023.0,Buy
1632,3719,2024-08-24,Stock,1132.0,Buy
1633,4281,2025-02-05,Crypto,1575.0,Buy
1634,4742,2024-08-08,Stock,669.0,Buy
1635,2365,2024-05-03,Stock,-67.0,Sell
1636,1346,2025-03-15,Bond,2775.0,Buy
1637,2917,2024-11-19,ETF,2202.0,Buy
1638,5001,2024-06-17,Crypto,93.0,Buy
1639,5125,2024-07-27,ETF,3173.0,Buy
1640,1624,2025-02-01,ETF,3931.0,Buy
1641,1884,2025-01-14,Crypto,3328.0,Buy
1642,5221,2025-03-17,Bond,4743.0,Buy
1643,2324,2024-11-13,ETF,3494.0,Buy
1644,3645,2024-05-14,Stock,3825.0,Buy
1645,5744,2024-12-30,Crypto,-1528.0,Sell
1646,374,2024-06-06,Stock,4703.0,Buy
1647,5488,2024-12-07,Bond,3044.0,Buy
1648,5563,2025-02-19,Bond,-1657.0,Sell
1649,4315,2024-09-04,Stock,1178.0,Buy
1650,1831,2024-06-12,Stock,940.0,Buy
1651,2325,2025-02-19,Bond,-1190.0,Sell
1652,5536,2024-07-20,Bond,-1449.0,Sell
1653,3563,2025-04-07,Stock,2911.0,Buy
1654,5517,2024-08-03,Crypto,3177.0,Buy
1655,5253,2025-03-21,ETF,-1887.0,Sell
1656,2400,2024-04-17,Unknown,4870.0,Buy
1657,1224,2024-06-30,ETF,4233.0,Buy
1658,4747,2024-07-20,ETF,1036.0,Buy
1659,731,2024-11-13,Stock,2514.0,Buy
1660,3555,2024-05-29,Bond,2401.0,Buy
1661,2309,2024-04-10,Bond,4261.0,Buy
1662,1714,2024-11-20,Bond,-998.0,Sell
1663,1,2024-12-18,Bond,-745.0,Sell
1664,310,2024-06-18,ETF,-1057.0,Sell
1665,5747,2024-12-08,ETF,3209.0,Buy
1666,4525,2024-05-19,Bond,3493.0,Buy
1667,3004,2024-12-28,Bond,2879.0,Buy
1668,2412,2024-12-02,Stock,997.0,Buy
1669,489,2025-02-18,Unknown,2424.0,Buy
1670,3626,2024-07-29,Stock,2782.0,Buy
1671,389,2024-06-20,ETF,1952.0,Buy
1672,3662,2024-12-25,ETF,-823.0,Sell
1673,3782,2024-06-01,Crypto,2796.0,Buy
1674,4994,2024-04-10,Stock,-785.0,Sell
1675,2737,2024-11-27,Bond,377.0,Buy
1676,3158,2025-02-04,Stock,681.0,Buy
1677,5994,2025-01-21,Bond,3808.0,Buy
1678,1164,2025-04-08,Stock,-241.0,Sell
1680,74,2024-04-10,ETF,1575.0,Buy
1681,2701,2024-07-03,ETF,-1273.0,Sell
1682,5595,2024-11-23,ETF,-874.0,Sell
1683,1008,2024-05-02,Stock,4733.0,Buy
1684,4159,2025-02-22,Bond,3228.0,Buy
1685,4400,2025-03-24,Unknown,3783.0,Buy
1686,6092,2024-09-06,ETF,3813.0,Buy
1687,3676,2024-10-16,Stock,-1717.0,Sell
1688,3031,2024-09-27,ETF,1793.0,Buy
1689,2669,2024-05-19,ETF,4082.0,Buy
1690,2346,2025-03-01,Stock,2816.0,Buy
1691,745,2024-10-19,Crypto,4120.0,Buy
1692,5317,2024-08-09,Bond,2746.0,Buy
1693,5172,2024-08-16,ETF,-1867.0,Sell
1694,988,2024-04-28,Crypto,4760.0,Buy
1695,1167,2024-07-20,Crypto,977.0,Buy
1697,2263,2025-03-14,Bond,268.0,Buy
1698,1057,2025-01-30,Bond,4951.0,Buy
1699,2298,2024-06-23,ETF,-677.0,Sell
1700,5597,2024-04-23,Stock,-676.0,Sell
1701,6149,2024-04-29,Crypto,1698.0,Buy
1702,4594,2025-03-19,Bond,2484.0,Buy
1703,2895,2025-01-31,ETF,-739.0,Sell
1704,1747,2024-10-09,ETF,-599.0,Sell
1705,353,2025-03-31,ETF,4539.0,Buy
1706,4449,2024-07-15,Stock,1094.0,Buy
1707,5037,2025-03-06,ETF,4077.0,Buy
1708,6253,2024-12-31,ETF,264.0,Buy
1709,5190,2024-06-09,Stock,3384.0,Buy
1710,2028,2024-08-25,Crypto,-222.0,Sell
1711,1486,2024-05-20,Unknown,2636.0,Buy
1712,3141,2025-03-14,Crypto,2302.0,Buy
1713,6249,2024-05-02,Stock,4089.0,Buy
1714,2791,2024-12-15,Bond,-1889.0,Sell
1715,4160,2024-07-02,Crypto,3869.0,Buy
1716,856,2025-03-27,Stock,-1962.0,Sell
1717,5495,2024-06-25,Bond,522.0,Buy
1718,208,2024-08-19,Stock,2570.0,Buy
1719,1882,2024-12-30,ETF,-1313.0,Sell
1720,4623,2024-07-21,Crypto,1841.0,Buy
1721,2737,2024-10-01,Crypto,3053.0,Buy
1722,3277,2024-09-17,Crypto,2791.0,Buy
1723,4649,2024-11-28,ETF,1214.0,Buy
1724,4600,2024-09-28,Crypto,1054.0,Buy
1725,149,2024-05-01,Bond,1204.0,Buy
1726,4837,2024-11-26,ETF,-1710.0,Sell
1727,4199,2024-07-27,ETF,4600.0,Buy
1728,2892,2024-07-19,Stock,-905.0,Sell
1729,3007,2024-05-27,Stock,3991.0,Buy
1730,5626,2025-02-01,Stock,1587.0,Buy
1731,1754,2024-10-07,ETF,-1561.0,Sell
1732,6488,2024-04-25,ETF,3340.0,Buy
1733,441,2024-05-25,Bond,-484.0,Sell
1734,6451,2025-01-29,ETF,-1645.0,Sell
1735,4996,2024-05-24,Crypto,4821.0,Buy
1736,5134,2024-11-29,Bond,-935.0,Sell
1737,2830,2025-03-15,Crypto,1502.0,Buy
1738,2930,2024-04-12,Stock,1501.0,Buy
1739,6490,2024-04-13,Crypto,-1383.0,Sell
1740,3525,2025-01-13,ETF,-809.0,Sell
1741,4001,2024-10-07,Stock,31.0,Buy
1742,4481,2024-09-15,Stock,4201.0,Buy
1743,3609,2024-11-07,Crypto,2581.0,Buy
1744,2805,2024-08-15,Bond,-1918.0,Sell
1745,954,2024-10-09,Stock,2468.0,Buy
1746,2398,2024-08-09,Bond,2376.0,Buy
1747,4702,2024-11-25,Stock,-1980.0,Sell
1748,117,2024-05-24,Unknown,-1043.0,Sell
1749,5626,2025-01-30,Stock,2715.0,Buy
1750,5056,2024-06-05,Bond,3482.0,Buy
1751,5553,2024-12-12,Crypto,-1043.0,Sell
1752,5963,2024-04-13,Stock,-1848.0,Sell
1753,4645,2024-11-14,Stock,4514.0,Buy
1755,1287,2024-08-12,ETF,4295.0,Buy
1756,6048,2024-10-08,Stock,1643.0,Buy
1757,5881,2024-09-21,Bond,-592.0,Sell
1758,2569,2024-06-23,ETF,3286.0,Buy
1759,700,2025-02-01,Bond,-436.0,Sell
1760,5947,2024-11-13,Stock,2452.0,Buy
1761,3413,2024-09-22,Stock,4292.0,Buy
1762,4884,2024-05-30,Crypto,70.0,Buy
1763,4221,2024-04-16,ETF,1789.0,Buy
1764,123,2024-12-02,ETF,-361.0,Sell
1765,92,2024-05-01,Stock,254.0,Buy
1766,423,2025-03-19,Unknown,3143.0,Buy
1767,5211,2024-12-24,Stock,1598.0,Buy
1768,2830,2024-06-16,ETF,4534.0,Buy
1769,4263,2025-03-02,Bond,1765.0,Buy
1770,2042,2024-12-03,ETF,3240.0,Buy
1771,4917,2024-10-25,ETF,1077.0,Buy
1772,5825,2025-02-01,Bond,2576.0,Buy
1773,3516,2025-03-13,Bond,2972.0,Buy
1774,3211,2024-04-29,Crypto,123.0,Buy
1775,1335,2024-06-08,Bond,579.0,Buy
1776,183,2025-01-11,Crypto,1139.0,Buy
1777,6346,2024-05-04,ETF,-782.0,Sell
1778,3982,2025-03-23,Stock,4941.0,Buy
1779,2966,2024-09-01,Stock,-1200.0,Sell
1780,3412,2024-10-15,ETF,4604.0,Buy
1781,2614,2024-07-19,Crypto,-1724.0,Sell
1782,2178,2024-11-11,Bond,656.0,Buy
1783,2577,2024-11-21,Crypto,4059.0,Buy
1784,3634,2024-12-24,ETF,4124.0,Buy
1785,3020,2024-10-06,Bond,-662.0,Sell
1786,3437,2024-06-17,Bond,1480.0,Buy
1787,3352,2025-03-05,Stock,1060.0,Buy
1788,2376,2024-11-15,Bond,4429.0,Buy
1789,4689,2024-08-25,Stock,526.0,Buy
1790,1466,2024-04-22,ETF,1343.0,Buy
1791,3622,2025-02-20,Bond,-1279.0,Sell
1792,4288,2024-06-28,Crypto,3494.0,Buy
1793,5485,2024-06-24,Crypto,93.0,Buy
1794,5087,2024-12-27,Crypto,4038.0,Buy
1795,5853,2024-07-06,Crypto,-422.0,Sell
1796,3456,2025-02-25,Bond,2262.0,Buy
1797,6297,2024-04-15,Stock,4061.0,Buy
1799,495,2025-03-07,ETF,4307.0,Buy
1800,2057,2025-03-07,ETF,-735.0,Sell
1801,1514,2025-01-04,ETF,1619.0,Buy
1802,5617,2024-10-31,Stock,1823.0,Buy
1803,41,2024-09-28,Crypto,143.0,Buy
1804,6026,2024-11-13,ETF,969.0,Buy
1805,3811,2024-12-24,ETF,4668.0,Buy
1806,5925,2024-12-21,ETF,883.0,Buy
1807,6235,2024-11-14,ETF,-1103.0,Sell
1808,3368,2024-10-31,Stock,790.0,Buy
1809,4205,2024-08-26,Stock,265.0,Buy
1810,4084,2024-05-31,Stock,585.0,Buy
1811,4282,2025-02-21,Stock,2216.0,Buy
1812,4069,2024-05-14,ETF,-1105.0,Sell
1813,4782,2025-02-05,ETF,1627.0,Buy
1814,5701,2024-11-29,Crypto,4731.0,Buy
1815,5484,2025-04-01,Crypto,-317.0,Sell
1816,4089,2024-04-16,Bond,4991.0,Buy
1817,3274,2024-11-12,ETF,-1483.0,Sell
1818,1591,2024-12-13,Stock,106.0,Buy
1819,1805,2024-11-14,ETF,361.0,Buy
1820,695,2025-03-26,Bond,-1512.0,Sell
1821,4149,2024-08-08,ETF,-1444.0,Sell
1822,3993,2025-01-23,Bond,-1390.0,Sell
1823,5303,2024-12-12,ETF,2615.0,Buy
1824,6043,2025-01-23,Stock,4662.0,Buy
1825,1542,2024-07-08,Bond,-559.0,Sell
1826,3162,2024-11-29,ETF,48.0,Buy
1827,452,2024-11-08,Crypto,-382.0,Sell
1828,828,2025-02-05,Crypto,2752.0,Buy
1829,130,2024-05-14,Bond,2432.0,Buy
1830,870,2025-03-04,Crypto,2444.0,Buy
1831,1556,2024-11-27,Stock,3828.0,Buy
1832,879,2024-05-15,ETF,4829.0,Buy
1833,1077,2024-06-29,Bond,4427.0,Buy
1834,1317,2024-08-17,Crypto,4610.0,Buy
1835,3315,2025-01-23,Stock,2862.0,Buy
1836,4711,2024-07-03,Bond,2544.0,Buy
1837,1601,2024-09-04,ETF,3321.0,Buy
1838,5517,2024-07-12,Stock,1358.0,Buy
1839,4153,2024-08-12,ETF,3954.0,Buy
1840,1405,2025-03-02,Unknown,1518.0,Buy
1841,6333,2024-10-13,ETF,2717.0,Buy
1842,484,2025-02-10,ETF,4943.0,Buy
1843,2890,2024-12-22,ETF,4868.0,Buy
1844,418,2024-06-13,ETF,3044.0,Buy
1845,5115,2024-12-25,Unknown,3597.0,Buy
1846,2141,2025-01-17,Bond,4670.0,Buy
1847,2911,2024-06-29,Crypto,2744.0,Buy
1848,972,2024-10-16,ETF,4648.0,Buy
1849,4660,2024-05-01,Stock,2620.0,Buy
1850,6003,2024-04-21,Bond,1158.0,Buy
1851,1279,2025-02-08,ETF,4281.0,Buy
1852,2692,2025-03-25,Unknown,3984.0,Buy
1853,2944,2024-04-30,Bond,2830.0,Buy
1854,1690,2024-09-03,Bond,4477.0,Buy
1855,1234,2024-10-29,Stock,101.0,Buy
1856,4925,2025-03-18,ETF,2909.0,Buy
1857,3222,2024-12-15,Stock,578.0,Buy
1858,980,2025-02-06,Stock,-1658.0,Sell
1859,2531,2024-12-02,Bond,-950.0,Sell
1860,4335,2024-10-02,Unknown,-663.0,Sell
1861,1382,2024-10-04,Unknown,4282.0,Buy
1862,104,2024-11-21,Crypto,3960.0,Buy
1863,3518,2025-03-10,ETF,1403.0,Buy
1864,3229,2025-01-04,Bond,1484.0,Buy
1865,1611,2024-08-13,Unknown,834.0,Buy
1866,5615,2024-06-07,Crypto,-1986.0,Sell
1867,527,2024-12-12,Bond,3202.0,Buy
1868,4577,2024-08-04,ETF,-1096.0,Sell
1869,555,2025-04-05,Crypto,2480.0,Buy
1870,2825,2024-05-22,Stock,1118.0,Buy
1871,2085,2024-11-23,Bond,-287.0,Sell
1872,5726,2025-01-21,ETF,-531.0,Sell
1873,518,2024-04-29,ETF,3494.0,Buy
1874,2457,2025-02-20,Stock,3529.0,Buy
1875,2267,2024-10-09,ETF,-254.0,Sell
1876,5542,2024-06-16,Crypto,2287.0,Buy
1877,326,2024-11-25,Bond,-1231.0,Sell
1878,3531,2024-07-06,Stock,2106.0,Buy
1879,6484,2024-12-26,Crypto,1353.0,Buy
1881,2620,2024-08-08,Stock,-1329.0,Sell
1882,4317,2024-05-26,Stock,-422.0,Sell
1883,3666,2024-08-02,Stock,-174.0,Sell
1884,519,2024-08-27,Bond,1742.0,Buy
1885,1320,2025-01-03,Bond,-1371.0,Sell
1886,5934,2025-03-09,Bond,-592.0,Sell
1887,2302,2024-05-05,Crypto,2189.0,Buy
1888,3663,2024-08-13,Stock,407.0,Buy
1890,2232,2024-05-08,ETF,676.0,Buy
1891,3622,2025-03-15,Stock,1043.0,Buy
1892,3249,2025-03-15,ETF,4206.0,Buy
1893,6294,2024-06-23,Bond,-758.0,Sell
1894,40,2024-12-16,ETF,105.0,Buy
1895,1570,2024-05-12,ETF,2146.0,Buy
1896,3044,2024-05-21,Bond,1944.0,Buy
1897,5219,2024-05-03,Stock,348.0,Buy
1898,810,2024-09-15,ETF,3646.0,Buy
1899,5425,2025-02-14,ETF,2469.0,Buy
1900,4687,2024-09-02,Unknown,359.0,Buy
1901,6087,2024-06-20,Crypto,4851.0,Buy
1902,1933,2024-06-24,Crypto,4844.0,Buy
1903,3362,2024-10-18,Stock,4801.0,Buy
1904,3083,2025-01-26,Bond,3822.0,Buy
1905,5545,2024-04-24,Unknown,-340.0,Sell
1906,5826,2024-06-20,Bond,4757.0,Buy
1907,4033,2025-02-22,Stock,-1526.0,Sell
1908,6024,2024-08-27,Stock,2292.0,Buy
1909,610,2025-04-06,Crypto,4767.0,Buy
1910,1316,2024-04-24,ETF,1161.0,Buy
1911,3274,2024-04-29,Bond,-1309.0,Sell
1912,5245,2024-04-11,Stock,1429.0,Buy
1913,5034,2024-11-12,Unknown,-730.0,Sell
1914,6389,2024-04-22,ETF,3675.0,Buy
1915,1898,2024-07-15,Bond,-484.0,Sell
1916,5830,2024-12-05,Bond,3159.0,Buy
1917,336,2024-10-16,Stock,2072.0,Buy
1918,4581,2024-09-29,Crypto,2060.0,Buy
1919,1764,2024-10-21,Stock,3502.0,Buy
1920,4172,2024-04-24,ETF,4419.0,Buy
1921,6412,2024-05-04,Bond,336.0,Buy
1922,165,2025-03-01,Stock,-1554.0,Sell
1923,3184,2024-12-09,Bond,-1263.0,Sell
1924,2596,2024-11-27,Bond,835.0,Buy
1925,4005,2024-12-02,Stock,2214.0,Buy
1926,791,2024-07-05,ETF,1528.0,Buy
1927,893,2024-05-02,Unknown,715.0,Buy
1928,2857,2024-10-07,ETF,3066.0,Buy
1929,3661,2024-08-11,Stock,1278.0,Buy
1930,3056,2025-02-01,Bond,1268.0,Buy
1931,2962,2025-02-11,Unknown,2018.0,Buy
1932,4068,2025-03-07,Unknown,-1056.0,Sell
1933,4213,2024-10-21,Stock,2680.0,Buy
1934,2536,2025-02-22,ETF,-437.0,Sell
1935,186,2024-09-19,Bond,-175.0,Sell
1937,3509,2024-12-25,Bond,529.0,Buy
1938,575,2024-09-17,Bond,92.0,Buy
1939,2134,2024-12-04,ETF,1337.0,Buy
1940,3794,2024-04-23,Bond,3116.0,Buy
1941,341,2025-01-17,Crypto,-277.0,Sell
1942,1761,2024-11-15,Bond,4370.0,Buy
1943,6010,2024-07-19,Crypto,4579.0,Buy
1944,277,2024-10-18,Crypto,308.0,Buy
1945,4124,2024-11-07,Stock,-1275.0,Sell
1946,3358,2024-11-25,Stock,-286.0,Sell
1947,3466,2025-03-06,Crypto,-606.0,Sell
1948,3907,2024-08-02,Bond,3316.0,Buy
1949,834,2024-12-27,ETF,1142.0,Buy
1950,2985,2025-02-04,Unknown,4846.0,Buy
1951,2672,2024-09-30,ETF,3829.0,Buy
1952,3486,2025-02-27,Bond,795.0,Buy
1953,1401,2024-07-05,Crypto,3363.0,Buy
1954,6415,2024-09-25,Bond,2952.0,Buy
1955,1989,2024-07-09,Unknown,1613.0,Buy
1956,910,2024-06-27,ETF,-1381.0,Sell
1957,6244,2024-12-27,Crypto,-1071.0,Sell
1958,2824,2024-04-11,Bond,2887.0,Buy
1959,3613,2025-03-31,Bond,-1866.0,Sell
1960,3062,2025-02-24,Crypto,3103.0,Buy
1961,4837,2025-02-18,Stock,4324.0,Buy
1962,6506,2024-11-07,ETF,4377.0,Buy
1963,4842,2024-10-05,Stock,3001.0,Buy
1964,4103,2024-07-23,Bond,-173.0,Sell
1965,965,2024-06-17,Bond,-540.0,Sell
1966,822,2025-01-26,ETF,2011.0,Buy
1967,3883,2025-01-17,Stock,3981.0,Buy
1968,3349,2024-04-29,Bond,3873.0,Buy
1969,664,2024-04-17,Crypto,1439.0,Buy
1970,6516,2024-10-17,Bond,2263.0,Buy
1971,5876,2025-03-09,Stock,-215.0,Sell
1972,3615,2024-05-22,ETF,3726.0,Buy
1973,4896,2024-09-07,ETF,4823.0,Buy
1974,2763,2025-01-16,Stock,4498.0,Buy
1975,1988,2024-04-17,Stock,1828.0,Buy
1976,6545,2024-10-18,Stock,-971.0,Sell
1977,1290,2024-07-22,Stock,3086.0,Buy
1978,1178,2024-07-01,Bond,3664.0,Buy
1979,5152,2024-12-28,ETF,551.0,Buy
1980,827,2024-11-09,ETF,540.0,Buy
1981,2124,2025-01-23,Crypto,120.0,Buy
1982,387,2024-08-27,Stock,2955.0,Buy
1983,1405,2024-08-03,Unknown,-502.0,Sell
1984,3522,2025-03-04,Crypto,-367.0,Sell
1985,194,2024-10-12,Bond,1455.0,Buy
1986,116,2024-12-22,Stock,4163.0,Buy
1987,2835,2024-11-05,Stock,3971.0,Buy
1988,976,2024-11-04,Bond,-247.0,Sell
1989,2332,2024-10-05,Stock,-1494.0,Sell
1990,4004,2024-09-29,Stock,4761.0,Buy
1991,1263,2024-12-25,Stock,1294.0,Buy
1992,5004,2025-03-05,Stock,-496.0,Sell
1993,5484,2025-02-02,Bond,-573.0,Sell
1994,2069,2024-06-11,Bond,4694.0,Buy
1995,197,2024-09-08,Crypto,3961.0,Buy
1996,6243,2024-08-15,Crypto,557.0,Buy
1997,5776,2025-03-10,Unknown,4335.0,Buy
1998,1649,2024-11-05,Crypto,2097.0,Buy
1999,2390,2025-02-22,Bond,774.0,Buy
2000,3278,2024-08-08,Stock,-1352.0,Sell
2001,2103,2024-06-09,Stock,190.0,Buy
2002,5432,2024-06-29,Stock,-1133.0,Sell
2003,4224,2025-01-19,Bond,3477.0,Buy
2004,4634,2024-10-17,Bond,3208.0,Buy
2005,3642,2024-10-01,ETF,742.0,Buy
2006,4563,2024-07-12,Bond,-745.0,Sell
2008,5899,2024-11-20,Bond,250.0,Buy
2009,11,2024-05-12,Stock,-446.0,Sell
2010,3063,2025-03-17,ETF,-116.0,Sell
2011,5849,2024-06-28,ETF,3288.0,Buy
2012,4375,2025-02-14,Crypto,2935.0,Buy
2013,4106,2024-07-05,Stock,4815.0,Buy
2014,6086,2024-08-02,ETF,3810.0,Buy
2015,1916,2024-06-19,Crypto,-444.0,Sell
2016,3403,2025-03-30,Unknown,-1946.0,Sell
2017,756,2024-11-12,Bond,4919.0,Buy
2018,6144,2025-03-28,Bond,-1063.0,Sell
2019,3945,2024-05-11,Bond,310.0,Buy
2020,3977,2025-02-07,Bond,921.0,Buy
2021,2442,2024-11-01,Bond,-828.0,Sell
2022,2570,2024-04-12,Stock,-1012.0,Sell
2023,1140,2024-05-24,Crypto,2738.0,Buy
2024,283,2025-03-06,ETF,4920.0,Buy
2025,5165,2024-07-13,Bond,-1283.0,Sell
2026,2092,2024-08-26,Bond,-1584.0,Sell
2027,5772,2025-01-30,Bond,2666.0,Buy
2028,489,2024-09-29,Stock,-535.0,Sell
2029,4725,2024-12-05,Crypto,899.0,Buy
2030,5537,2024-11-20,Bond,-1722.0,Sell
2031,5777,2024-05-17,ETF,-1526.0,Sell
2032,5433,2025-03-23,Crypto,3545.0,Buy
2033,3558,2024-05-20,Stock,4036.0,Buy
2034,1223,2025-04-09,Bond,3549.0,Buy
2035,303,2025-01-23,Bond,3821.0,Buy
2036,2952,2024-06-26,Bond,3973.0,Buy
2037,137,2024-07-13,Bond,1688.0,Buy
2038,5990,2024-07-21,Crypto,-458.0,Sell
2039,3106,2025-01-16,Stock,1333.0,Buy
2040,5312,2024-06-27,Bond,-1165.0,Sell
2041,1497,2025-02-16,Bond,1093.0,Buy
2042,2726,2024-08-28,ETF,4660.0,Buy
2043,4113,2024-08-18,ETF,-1691.0,Sell
2044,4858,2024-10-31,ETF,2281.0,Buy
2045,848,2024-04-28,Stock,-1059.0,Sell
2046,1158,2024-06-13,ETF,-1455.0,Sell
2047,249,2024-05-07,ETF,693.0,Buy
2048,1181,2024-05-04,ETF,3161.0,Buy
2049,931,2024-10-17,Crypto,-1689.0,Sell
2050,6439,2024-12-13,Bond,284.0,Buy
2051,744,2024-08-05,Stock,4797.0,Buy
2052,5299,2024-09-27,ETF,982.0,Buy
2053,2963,2024-12-27,Stock,4907.0,Buy
2054,4092,2025-02-12,Stock,992.0,Buy
2055,5425,2025-01-08,ETF,-1684.0,Sell
2056,4352,2024-10-15,ETF,813.0,Buy
2057,4696,2024-12-25,ETF,2836.0,Buy
2058,2093,2025-01-13,Stock,4812.0,Buy
2059,1126,2024-09-07,Unknown,-289.0,Sell
2060,3386,2025-01-04,ETF,-912.0,Sell
2061,5352,2025-03-16,Crypto,4962.0,Buy
2062,3181,2024-07-09,Crypto,4397.0,Buy
2063,518,2024-08-09,Crypto,-70.0,Sell
2064,4296,2024-04-18,Bond,-1000.0,Sell
2065,5636,2024-07-08,Crypto,1068.0,Buy
2066,3487,2024-12-26,Bond,-1757.0,Sell
2067,1023,2024-05-06,Bond,1744.0,Buy
2068,3691,2024-12-28,ETF,4868.0,Buy
2069,3187,2024-10-02,ETF,4773.0,Buy
2070,5000,2025-03-06,Crypto,4939.0,Buy
2071,1734,2024-08-16,ETF,4420.0,Buy
2072,5436,2024-05-23,ETF,-29.0,Sell
2073,6425,2025-04-01,Crypto,2701.0,Buy
2074,321,2024-08-31,Unknown,4568.0,Buy
2075,2328,2024-06-20,ETF,1804.0,Buy
2076,1029,2025-02-24,Bond,-95.0,Sell
2077,4597,2024-07-01,Stock,1754.0,Buy
2078,1709,2024-12-03,Crypto,-257.0,Sell
2079,5913,2024-12-01,Crypto,754.0,Buy
2080,2820,2024-05-01,Bond,259.0,Buy
2081,1136,2024-08-05,Stock,3212.0,Buy
2082,3477,2025-01-09,Bond,1452.0,Buy
2083,1286,2024-12-21,Bond,1789.0,Buy
2084,668,2024-07-09,ETF,471.0,Buy
2085,5034,2024-05-07,Stock,-1908.0,Sell
2086,913,2024-08-06,Bond,-370.0,Sell
2087,1929,2024-08-15,Bond,-1377.0,Sell
2088,459,2024-07-24,ETF,-1829.0,Sell
2089,1341,2024-05-19,Bond,1297.0,Buy
2090,4386,2024-07-13,Bond,2655.0,Buy
2091,2908,2024-05-28,ETF,-1031.0,Sell
2092,874,2024-07-02,Stock,4969.0,Buy
2093,3340,2024-09-23,Stock,1262.0,Buy
2094,6364,2024-10-15,Stock,-1740.0,Sell
2095,2911,2024-05-27,Stock,1636.0,Buy
2096,3577,2024-08-05,Bond,1282.0,Buy
2097,857,2024-05-17,Stock,2446.0,Buy
2098,788,2025-03-16,ETF,3830.0,Buy
2099,644,2024-04-21,ETF,3383.0,Buy
2100,2489,2025-03-28,ETF,1902.0,Buy
2101,4952,2024-05-22,ETF,2637.0,Buy
2102,5408,2024-05-20,ETF,2891.0,Buy
2103,5913,2024-05-29,Stock,3267.0,Buy
2104,238,2024-10-25,ETF,293.0,Buy
2105,2912,2025-04-07,Bond,-1656.0,Sell
2106,3483,2025-02-20,Stock,4224.0,Buy
2107,4818,2024-07-08,Bond,-309.0,Sell
2108,6480,2025-02-03,Bond,1177.0,Buy
2109,54,2025-01-18,Unknown,-1604.0,Sell
2110,1360,2024-05-23,Bond,2684.0,Buy
2111,6156,2024-07-16,Bond,-1093.0,Sell
2112,1834,2025-01-19,Stock,-365.0,Sell
2113,5261,2025-01-27,Crypto,22.0,Buy
2114,3097,2024-11-10,Unknown,2794.0,Buy
2115,4882,2025-03-21,Bond,1258.0,Buy
2116,1178,2025-03-23,Stock,4077.0,Buy
2117,1155,2025-03-05,Bond,1600.0,Buy
2118,1754,2024-07-26,Crypto,3584.0,Buy
2119,2370,2024-12-18,Bond,-1357.0,Sell
2120,2217,2024-12-11,Bond,2695.0,Buy
2121,3696,2025-04-02,Crypto,-795.0,Sell
2122,1460,2024-04-16,Stock,4444.0,Buy
2123,41,2025-02-01,Stock,-730.0,Sell
2124,2934,2024-12-22,ETF,3377.0,Buy
2125,5822,2024-06-24,Bond,2452.0,Buy
2126,1167,2024-06-16,Crypto,4927.0,Buy
2127,1221,2024-05-13,Stock,3144.0,Buy
2128,4247,2024-07-16,Stock,-1157.0,Sell
2129,4770,2024-07-22,Unknown,4417.0,Buy
2130,4301,2025-02-26,Stock,2838.0,Buy
2131,5367,2024-06-27,Bond,4147.0,Buy
2132,3925,2024-08-13,Stock,479.0,Buy
2133,5514,2024-09-24,Stock,61.0,Buy
2134,877,2024-06-18,Stock,-729.0,Sell
2135,2233,2025-01-02,Crypto,1046.0,Buy
2136,2848,2024-09-10,ETF,-841.0,Sell
2137,6414,2024-06-03,Crypto,2426.0,Buy
2138,614,2024-06-03,Stock,-1784.0,Sell
2139,2022,2024-04-15,Bond,4133.0,Buy
2140,819,2024-07-05,ETF,4908.0,Buy
2141,1113,2025-03-11,Stock,1794.0,Buy
2142,6082,2024-06-02,Crypto,2549.0,Buy
2143,4312,2024-10-27,Unknown,-1338.0,Sell
2144,541,2025-01-07,Bond,210.0,Buy
2145,5022,2024-12-14,Bond,1167.0,Buy
2146,2457,2024-09-01,ETF,1428.0,Buy
2147,1375,2025-04-04,ETF,3891.0,Buy
2148,4012,2024-09-10,Bond,3740.0,Buy
2149,1318,2025-02-13,Stock,878.0,Buy
2151,854,2025-03-08,Bond,3349.0,Buy
2152,5192,2024-05-06,ETF,-545.0,Sell
2153,1582,2025-01-15,Bond,300.0,Buy
2154,4621,2024-09-17,Stock,1781.0,Buy
2155,6002,2025-01-22,Crypto,715.0,Buy
2156,222,2025-01-10,ETF,2100.0,Buy
2157,3352,2024-04-11,Crypto,4039.0,Buy
2158,5423,2024-11-20,Crypto,3154.0,Buy
2159,1045,2024-10-09,Stock,-1503.0,Sell
2160,94,2025-02-17,ETF,2359.0,Buy
2161,3442,2024-07-20,Bond,841.0,Buy
2162,460,2024-06-04,Stock,-862.0,Sell
2164,2249,2024-04-30,Stock,-461.0,Sell
2165,2162,2024-11-22,Crypto,3938.0,Buy
2166,815,2025-01-16,Bond,-196.0,Sell
2167,2298,2024-10-31,Stock,2648.0,Buy
2168,5749,2025-03-30,Unknown,796.0,Buy
2169,1442,2024-04-30,ETF,828.0,Buy
2170,931,2024-07-04,Bond,3002.0,Buy
2171,3568,2024-12-17,Bond,2396.0,Buy
2172,3180,2024-06-08,ETF,1245.0,Buy
2173,4890,2024-12-09,Bond,-1989.0,Sell
2174,4363,2024-09-26,ETF,-6.0,Sell
